COD_MUNICIPIO_A,COD_MUNICIPIO_IBGE,MUNICIPIO_A,MUNICIPIO_IBGE,UF,CODE
4861,3143104,MONTE CARMELO,Monte Carmelo,MG,31
4863,3143203,MONTE SANTO DE MINAS,Monte Santo de Minas,MG,31
4865,3143302,MONTES CLAROS,Montes Claros,MG,31
4867,3143401,MONTE SIÃO,Monte Sião,MG,31
4869,3143500,MORADA NOVA DE MINAS,Morada Nova de Minas,MG,31
4871,3143609,MORRO DA GARÇA,Morro da Garça,MG,31
4873,3143708,MORRO DO PILAR,Morro do Pilar,MG,31
4875,3143807,MUNHOZ,Munhoz,MG,31
4877,3143906,MURIAÉ,Muriaé,MG,31
4879,3144003,MUTUM,Mutum,MG,31
4881,3144102,MUZAMBINHO,Muzambinho,MG,31
4883,3144201,NACIP RAYDAN,Nacip Raydan,MG,31
4885,3144300,NANUQUE,Nanuque,MG,31
4887,3144409,NATÉRCIA,Natércia,MG,31
4889,3144508,NAZARENO,Nazareno,MG,31
4891,3144607,NEPOMUCENO,Nepomuceno,MG,31
4893,3144706,NOVA ERA,Nova Era,MG,31
4895,3144805,NOVA LIMA,Nova Lima,MG,31
4897,3144904,NOVA MÓDICA,Nova Módica,MG,31
4899,3145000,NOVA PONTE,Nova Ponte,MG,31
4901,3145109,NOVA RESENDE,Nova Resende,MG,31
4903,3145208,NOVA SERRANA,Nova Serrana,MG,31
4905,3145307,NOVO CRUZEIRO,Novo Cruzeiro,MG,31
4907,3145406,OLARIA,Olaria,MG,31
4909,3145505,OLÍMPIO NORONHA,Olímpio Noronha,MG,31
4911,3145604,OLIVEIRA,Oliveira,MG,31
4913,3145703,OLIVEIRA FORTES,Oliveira Fortes,MG,31
4915,3145802,ONÇA DE PITANGUI,Onça de Pitangui,MG,31
4917,3145901,OURO BRANCO,Ouro Branco,MG,31
4919,3146008,OURO FINO,Ouro Fino,MG,31
4921,3146107,OURO PRETO,Ouro Preto,MG,31
4923,3146206,OURO VERDE DE MINAS,Ouro Verde de Minas,MG,31
4925,3146305,PADRE PARAÍSO,Padre Paraíso,MG,31
4927,3146404,PAINEIRAS,Paineiras,MG,31
4929,3146503,PAINS,Pains,MG,31
4931,3146602,PAIVA,Paiva,MG,31
4933,3146701,PALMA,Palma,MG,31
4935,3127057,FRONTEIRA DOS VALES,Fronteira dos Vales,MG,31
4937,3146909,PAPAGAIOS,Papagaios,MG,31
4939,3147006,PARACATU,Paracatu,MG,31
4941,3147105,PARÁ DE MINAS,Pará de Minas,MG,31
4943,3147204,PARAGUAÇU,Paraguaçu,MG,31
4945,3147303,PARAISÓPOLIS,Paraisópolis,MG,31
4947,3147402,PARAOPEBA,Paraopeba,MG,31
4949,3147501,PASSABÉM,Passabém,MG,31
4951,3147600,PASSA QUATRO,Passa Quatro,MG,31
4953,3147709,PASSA TEMPO,Passa Tempo,MG,31
4955,3147808,PASSA VINTE,Passa Vinte,MG,31
4957,3147907,PASSOS,Passos,MG,31
4959,3148004,PATOS DE MINAS,Patos de Minas,MG,31
4961,3148103,PATROCÍNIO,Patrocínio,MG,31
4963,3148202,PATROCÍNIO DO MURIAÉ,Patrocínio do Muriaé,MG,31
4965,3148301,PAULA CÂNDIDO,Paula Cândido,MG,31
4967,3148400,PAULISTAS,Paulistas,MG,31
4969,3148509,PAVÃO,Pavão,MG,31
4971,3148608,PEÇANHA,Peçanha,MG,31
4973,3148707,PEDRA AZUL,Pedra Azul,MG,31
4975,3148806,PEDRA DO ANTA,Pedra do Anta,MG,31
4977,3148905,PEDRA DO INDAIÁ,Pedra do Indaiá,MG,31
4979,3149002,PEDRA DOURADA,Pedra Dourada,MG,31
4981,3149101,PEDRALVA,Pedralva,MG,31
4983,3149200,PEDRINÓPOLIS,Pedrinópolis,MG,31
4985,3149309,PEDRO LEOPOLDO,Pedro Leopoldo,MG,31
4987,3149408,PEDRO TEIXEIRA,Pedro Teixeira,MG,31
4989,3149507,PEQUERI,Pequeri,MG,31
4991,3149606,PEQUI,Pequi,MG,31
4993,3149705,PERDIGÃO,Perdigão,MG,31
4995,3149804,PERDIZES,Perdizes,MG,31
4997,3149903,PERDÕES,Perdões,MG,31
4999,3150000,PESCADOR,Pescador,MG,31
5001,3150109,PIAU,Piau,MG,31
5003,3150208,PIEDADE DE PONTE NOVA,Piedade de Ponte Nova,MG,31
5005,3150307,PIEDADE DO RIO GRANDE,Piedade do Rio Grande,MG,31
5007,3150406,PIEDADE DOS GERAIS,Piedade dos Gerais,MG,31
5009,3150505,PIMENTA,Pimenta,MG,31
5011,3150604,PIRACEMA,Piracema,MG,31
5013,3150703,PIRAJUBA,Pirajuba,MG,31
5015,3150802,PIRANGA,Piranga,MG,31
5017,3150901,PIRANGUÇU,Piranguçu,MG,31
5019,3151008,PIRANGUINHO,Piranguinho,MG,31
5021,3151107,PIRAPETINGA,Pirapetinga,MG,31
5023,3151206,PIRAPORA,Pirapora,MG,31
5025,3151305,PIRAÚBA,Piraúba,MG,31
5027,3151404,PITANGUI,Pitangui,MG,31
5029,3151503,PIUMHI,Piumhi,MG,31
5031,3151602,PLANURA,Planura,MG,31
5033,3151701,POÇO FUNDO,Poço Fundo,MG,31
5035,3151800,POÇOS DE CALDAS,Poços de Caldas,MG,31
5037,3151909,POCRANE,Pocrane,MG,31
5039,3152006,POMPÉU,Pompéu,MG,31
5041,3152105,PONTE NOVA,Ponte Nova,MG,31
5043,3152204,PORTEIRINHA,Porteirinha,MG,31
5045,3152303,PORTO FIRME,Porto Firme,MG,31
5047,3152402,POTÉ,Poté,MG,31
5049,3152501,POUSO ALEGRE,Pouso Alegre,MG,31
5051,3152600,POUSO ALTO,Pouso Alto,MG,31
5053,3152709,PRADOS,Prados,MG,31
5055,3152808,PRATA,Prata,MG,31
5057,3152907,PRATÁPOLIS,Pratápolis,MG,31
5059,3153004,PRATINHA,Pratinha,MG,31
5061,3153103,PRESIDENTE BERNARDES,Presidente Bernardes,MG,31
5063,3153202,PRESIDENTE JUSCELINO,Presidente Juscelino,MG,31
5065,3153301,PRESIDENTE KUBITSCHEK,Presidente Kubitschek,MG,31
5067,3153400,PRESIDENTE OLEGÁRIO,Presidente Olegário,MG,31
5069,3153509,ALTO JEQUITIBÁ,Alto Jequitibá,MG,31
5071,3153608,PRUDENTE DE MORAIS,Prudente de Morais,MG,31
5073,3153707,QUARTEL GERAL,Quartel Geral,MG,31
5075,3153806,Queluzito,Queluzito,MG,31
5077,3153905,RAPOSOS,Raposos,MG,31
5079,3154002,RAUL SOARES,Raul Soares,MG,31
5081,3154101,RECREIO,Recreio,MG,31
5083,3154200,RESENDE COSTA,Resende Costa,MG,31
5085,3154309,RESPLENDOR,Resplendor,MG,31
5087,3154408,RESSAQUINHA,Ressaquinha,MG,31
5089,3154507,RIACHO DOS MACHADOS,Riacho dos Machados,MG,31
5091,3154606,RIBEIRÃO DAS NEVES,Ribeirão das Neves,MG,31
5093,3154705,RIBEIRÃO VERMELHO,Ribeirão Vermelho,MG,31
5095,3154804,RIO ACIMA,Rio Acima,MG,31
5097,3154903,RIO CASCA,Rio Casca,MG,31
5099,3155009,RIO DOCE,Rio Doce,MG,31
5101,3155108,RIO DO PRADO,Rio do Prado,MG,31
5103,3155207,RIO ESPERA,Rio Espera,MG,31
5105,3155306,RIO MANSO,Rio Manso,MG,31
5107,3155405,RIO NOVO,Rio Novo,MG,31
5109,3155504,RIO PARANAÍBA,Rio Paranaíba,MG,31
5111,3155603,RIO PARDO DE MINAS,Rio Pardo de Minas,MG,31
5113,3155702,RIO PIRACICABA,Rio Piracicaba,MG,31
5115,3155801,RIO POMBA,Rio Pomba,MG,31
5117,3155900,RIO PRETO,Rio Preto,MG,31
5119,3156007,RIO VERMELHO,Rio Vermelho,MG,31
5121,3156106,RITÁPOLIS,Ritápolis,MG,31
5123,3156205,ROCHEDO DE MINAS,Rochedo de Minas,MG,31
5125,3156304,RODEIRO,Rodeiro,MG,31
5127,3156403,ROMARIA,Romaria,MG,31
5129,3156502,RUBELITA,Rubelita,MG,31
5131,3156601,RUBIM,Rubim,MG,31
5133,3156700,SABARÁ,Sabará,MG,31
5135,3156809,SABINÓPOLIS,Sabinópolis,MG,31
5137,3156908,SACRAMENTO,Sacramento,MG,31
5139,3157005,SALINAS,Salinas,MG,31
5141,3157104,SALTO DA DIVISA,Salto da Divisa,MG,31
5143,3157203,SANTA BÁRBARA,Santa Bárbara,MG,31
5145,3157302,SANTA BÁRBARA DO TUGÚRIO,Santa Bárbara do Tugúrio,MG,31
5147,3157401,SANTA CRUZ DO ESCALVADO,Santa Cruz do Escalvado,MG,31
5149,3157500,SANTA EFIGÊNIA DE MINAS,Santa Efigênia de Minas,MG,31
5151,3157609,SANTA FÉ DE MINAS,Santa Fé de Minas,MG,31
5153,3157708,SANTA JULIANA,Santa Juliana,MG,31
5155,3157807,SANTA LUZIA,Santa Luzia,MG,31
5157,3157906,SANTA MARGARIDA,Santa Margarida,MG,31
5159,3158003,SANTA MARIA DE ITABIRA,Santa Maria de Itabira,MG,31
5161,3158102,SANTA MARIA DO SALTO,Santa Maria do Salto,MG,31
5163,3158201,SANTA MARIA DO SUAÇUÍ,Santa Maria do Suaçuí,MG,31
5165,3158300,SANTANA DA VARGEM,Santana da Vargem,MG,31
5167,3158409,SANTANA DE CATAGUASES,Santana de Cataguases,MG,31
5169,3158508,SANTANA DE PIRAPAMA,Santana de Pirapama,MG,31
5171,3158607,SANTANA DO DESERTO,Santana do Deserto,MG,31
5173,3158706,SANTANA DO GARAMBÉU,Santana do Garambéu,MG,31
5175,3158805,SANTANA DO JACARÉ,Santana do Jacaré,MG,31
5177,3158904,SANTANA DO MANHUAÇU,Santana do Manhuaçu,MG,31
5179,3159001,SANTANA DO RIACHO,Santana do Riacho,MG,31
5181,3159100,SANTANA DOS MONTES,Santana dos Montes,MG,31
5183,3159209,SANTA RITA DE CALDAS,Santa Rita de Caldas,MG,31
5185,3159308,SANTA RITA DE JACUTINGA,Santa Rita de Jacutinga,MG,31
5187,3159407,SANTA RITA DE IBITIPOCA,Santa Rita de Ibitipoca,MG,31
5189,3159506,SANTA RITA DO ITUETO,Santa Rita do Itueto,MG,31
5191,3159605,SANTA RITA DO SAPUCAÍ,Santa Rita do Sapucaí,MG,31
5193,3159704,SANTA ROSA DA SERRA,Santa Rosa da Serra,MG,31
5195,3159803,SANTA VITÓRIA,Santa Vitória,MG,31
5197,3159902,SANTO ANTÔNIO DO AMPARO,Santo Antônio do Amparo,MG,31
5199,3160009,SANTO ANTÔNIO DO AVENTUREIRO,Santo Antônio do Aventureiro,MG,31
5201,3160108,SANTO ANTÔNIO DO GRAMA,Santo Antônio do Grama,MG,31
5203,3160207,SANTO ANTÔNIO DO ITAMBÉ,Santo Antônio do Itambé,MG,31
5205,3160306,SANTO ANTÔNIO DO JACINTO,Santo Antônio do Jacinto,MG,31
5207,3160405,SANTO ANTÔNIO DO MONTE,Santo Antônio do Monte,MG,31
5209,3160504,SANTO ANTÔNIO DO RIO ABAIXO,Santo Antônio do Rio Abaixo,MG,31
5211,3160603,SANTO HIPÓLITO,Santo Hipólito,MG,31
5213,3160702,SANTOS DUMONT,Santos Dumont,MG,31
5215,3160801,SÃO BENTO ABADE,São Bento Abade,MG,31
5217,3160900,SÃO BRÁS DO SUAÇUÍ,São Brás do Suaçuí,MG,31
5219,3161007,SÃO DOMINGOS DO PRATA,São Domingos do Prata,MG,31
5221,3161106,SÃO FRANCISCO,São Francisco,MG,31
5223,3161205,SÃO FRANCISCO DE PAULA,São Francisco de Paula,MG,31
5225,3161304,SÃO FRANCISCO DE SALES,São Francisco de Sales,MG,31
5227,3161403,SÃO FRANCISCO DO GLÓRIA,São Francisco do Glória,MG,31
5229,3161502,SÃO GERALDO,São Geraldo,MG,31
5231,3161601,SÃO GERALDO DA PIEDADE,São Geraldo da Piedade,MG,31
5233,3161700,SÃO GONÇALO DO ABAETÉ,São Gonçalo do Abaeté,MG,31
5235,3161809,SÃO GONÇALO DO PARÁ,São Gonçalo do Pará,MG,31
5237,3161908,SÃO GONÇALO DO RIO ABAIXO,São Gonçalo do Rio Abaixo,MG,31
5239,3162005,SÃO GONÇALO DO SAPUCAÍ,São Gonçalo do Sapucaí,MG,31
5241,3162104,SÃO GOTARDO,São Gotardo,MG,31
5243,3162203,SÃO JOÃO BATISTA DO GLÓRIA,São João Batista do Glória,MG,31
5245,3162302,SÃO JOÃO DA MATA,São João da Mata,MG,31
5247,3162401,SÃO JOÃO DA PONTE,São João da Ponte,MG,31
5249,3162500,SÃO JOÃO DEL REI,São João del Rei,MG,31
5251,3162609,SÃO JOÃO DO ORIENTE,São João do Oriente,MG,31
5253,3162708,SÃO JOÃO DO PARAÍSO,São João do Paraíso,MG,31
5255,3162807,SÃO JOÃO EVANGELISTA,São João Evangelista,MG,31
5257,3162906,SÃO JOÃO NEPOMUCENO,São João Nepomuceno,MG,31
5259,3163003,SÃO JOSÉ DA SAFIRA,São José da Safira,MG,31
5261,3163102,SÃO JOSÉ DA VARGINHA,São José da Varginha,MG,31
5263,3163201,SÃO JOSÉ DO ALEGRE,São José do Alegre,MG,31
5265,3163300,SÃO JOSÉ DO DIVINO,São José do Divino,MG,31
5267,3163409,SÃO JOSÉ DO GOIABAL,São José do Goiabal,MG,31
5269,3163508,SÃO JOSÉ DO JACURI,São José do Jacuri,MG,31
5271,3163607,SÃO JOSÉ DO MANTIMENTO,São José do Mantimento,MG,31
5273,3163706,SÃO LOURENÇO,São Lourenço,MG,31
5275,3163805,SÃO MIGUEL DO ANTA,São Miguel do Anta,MG,31
5277,3163904,SÃO PEDRO DA UNIÃO,São Pedro da União,MG,31
5279,3164001,SÃO PEDRO DOS FERROS,São Pedro dos Ferros,MG,31
5281,3164100,SÃO PEDRO DO SUAÇUÍ,São Pedro do Suaçuí,MG,31
5283,3164209,SÃO ROMÃO,São Romão,MG,31
5285,3164308,SÃO ROQUE DE MINAS,São Roque de Minas,MG,31
5287,3164407,SÃO SEBASTIÃO DA BELA VISTA,São Sebastião da Bela Vista,MG,31
5289,3164506,SÃO SEBASTIÃO DO MARANHÃO,São Sebastião do Maranhão,MG,31
5291,3164605,SÃO SEBASTIÃO DO OESTE,São Sebastião do Oeste,MG,31
5293,3164704,SÃO SEBASTIÃO DO PARAÍSO,São Sebastião do Paraíso,MG,31
5295,3164803,SÃO SEBASTIÃO DO RIO PRETO,São Sebastião do Rio Preto,MG,31
5297,3164902,SÃO SEBASTIÃO DO RIO VERDE,São Sebastião do Rio Verde,MG,31
5299,3165008,SÃO TIAGO,São Tiago,MG,31
5301,3165107,SÃO TOMÁS DE AQUINO,São Tomás de Aquino,MG,31
5303,3165206,SÃO TOMÉ DAS LETRAS,São Tomé das Letras,MG,31
5305,3165305,SÃO VICENTE DE MINAS,São Vicente de Minas,MG,31
5307,3165404,SAPUCAÍ-MIRIM,Sapucaí-Mirim,MG,31
5309,3165503,SARDOÁ,Sardoá,MG,31
5311,3165602,SENADOR CORTES,Senador Cortes,MG,31
5313,3165701,SENADOR FIRMINO,Senador Firmino,MG,31
5315,3165800,SENADOR JOSÉ BENTO,Senador José Bento,MG,31
5317,3165909,SENADOR MODESTINO GONÇALVES,Senador Modestino Gonçalves,MG,31
5319,3166006,SENHORA DE OLIVEIRA,Senhora de Oliveira,MG,31
5321,3166105,SENHORA DO PORTO,Senhora do Porto,MG,31
5323,3166204,SENHORA DOS REMÉDIOS,Senhora dos Remédios,MG,31
5325,3166303,SERICITA,Sericita,MG,31
5327,3166402,SERITINGA,Seritinga,MG,31
5329,3166501,SERRA AZUL DE MINAS,Serra Azul de Minas,MG,31
5331,3166600,SERRA DA SAUDADE,Serra da Saudade,MG,31
5333,3166709,SERRA DOS AIMORÉS,Serra dos Aimorés,MG,31
5335,3166808,SERRA DO SALITRE,Serra do Salitre,MG,31
5337,3166907,SERRANIA,Serrania,MG,31
5339,3167004,SERRANOS,Serranos,MG,31
5341,3167103,SERRO,Serro,MG,31
5343,3167202,SETE LAGOAS,Sete Lagoas,MG,31
5345,3167301,SILVEIRÂNIA,Silveirânia,MG,31
5347,3167400,SILVIANÓPOLIS,Silvianópolis,MG,31
5349,3167509,SIMÃO PEREIRA,Simão Pereira,MG,31
5351,3167608,SIMONÉSIA,Simonésia,MG,31
5353,3167707,SOBRÁLIA,Sobrália,MG,31
5355,3167806,SOLEDADE DE MINAS,Soledade de Minas,MG,31
5357,3167905,TABULEIRO,Tabuleiro,MG,31
5359,3168002,TAIOBEIRAS,Taiobeiras,MG,31
5361,3168101,TAPIRA,Tapira,MG,31
5363,3168200,TAPIRAÍ,Tapiraí,MG,31
5365,3168309,TAQUARAÇU DE MINAS,Taquaraçu de Minas,MG,31
5367,3168408,TARUMIRIM,Tarumirim,MG,31
5369,3168507,TEIXEIRAS,Teixeiras,MG,31
5371,3168606,TEÓFILO OTONI,Teófilo Otoni,MG,31
5373,3168705,TIMÓTEO,Timóteo,MG,31
5375,3168804,TIRADENTES,Tiradentes,MG,31
5377,3168903,TIROS,Tiros,MG,31
5379,3169000,TOCANTINS,Tocantins,MG,31
5381,3169109,TOLEDO,Toledo,MG,31
5383,3169208,TOMBOS,Tombos,MG,31
5385,3169307,TRÊS CORAÇÕES,Três Corações,MG,31
5387,3169406,TRÊS PONTAS,Três Pontas,MG,31
5389,3169505,TUMIRITINGA,Tumiritinga,MG,31
5391,3169604,TUPACIGUARA,Tupaciguara,MG,31
5393,3169703,TURMALINA,Turmalina,MG,31
5395,3169802,TURVOLÂNDIA,Turvolândia,MG,31
5397,3169901,UBÁ,Ubá,MG,31
5399,3170008,UBAÍ,Ubaí,MG,31
5401,3170107,UBERABA,Uberaba,MG,31
5403,3170206,UBERLÂNDIA,Uberlândia,MG,31
5405,3170305,UMBURATIBA,Umburatiba,MG,31
5407,3170404,UNAÍ,Unaí,MG,31
5409,3170503,URUCÂNIA,Urucânia,MG,31
5411,3170602,VARGEM BONITA,Vargem Bonita,MG,31
5413,3170701,VARGINHA,Varginha,MG,31
5415,3170800,VÁRZEA DA PALMA,Várzea da Palma,MG,31
5417,3170909,VARZELÂNDIA,Varzelândia,MG,31
5419,3171006,VAZANTE,Vazante,MG,31
5421,3172202,WENCESLAU BRAZ,Wenceslau Braz,MG,31
5423,3171105,VERÍSSIMO,Veríssimo,MG,31
5425,3171204,VESPASIANO,Vespasiano,MG,31
5427,3171303,VIÇOSA,Viçosa,MG,31
5429,3171402,VIEIRAS,Vieiras,MG,31
5431,3171501,MATHIAS LOBATO,Mathias Lobato,MG,31
5433,3171600,VIRGEM DA LAPA,Virgem da Lapa,MG,31
5435,3171709,VIRGÍNIA,Virgínia,MG,31
5437,3171808,VIRGINÓPOLIS,Virginópolis,MG,31
5439,3171907,VIRGOLÂNDIA,Virgolândia,MG,31
5441,3172004,VISCONDE DO RIO BRANCO,Visconde do Rio Branco,MG,31
5443,3172103,VOLTA GRANDE,Volta Grande,MG,31
5731,3133758,ITAÚ DE MINAS,Itaú de Minas,MG,31
141,5000252,ALCINÓPOLIS,Alcinópolis,MS,50
143,5006002,NOVA ALVORADA DO SUL,Nova Alvorada do Sul,MS,50
159,5006259,NOVO HORIZONTE DO SUL,Novo Horizonte do Sul,MS,50
161,5004809,JAPORÃ,Japorã,MS,50
163,5005251,LAGUNA CARAPÃ,Laguna Carapã,MS,50
1178,5003900,FIGUEIRÃO,Figueirão,MS,50
1196,5006275,PARAÍSO DAS ÁGUAS,Paraíso das Águas,MS,50
9003,5000203,ÁGUA CLARA,Água Clara,MS,50
9011,5000609,AMAMBAÍ,Amambai,MS,50
9013,5000708,ANASTÁCIO,Anastácio,MS,50
9015,5000807,ANAURILÂNDIA,Anaurilândia,MS,50
9017,5000906,ANTÔNIO JOÃO,Antônio João,MS,50
9019,5001003,APARECIDA DO TABOADO,Aparecida do Taboado,MS,50
9021,5001102,AQUIDAUANA,Aquidauana,MS,50
9029,5001508,BANDEIRANTES,Bandeirantes,MS,50
9037,5001904,BATAGUASSU,Bataguassu,MS,50
9039,5002001,BATAYPORÃ,Batayporã,MS,50
9041,5002100,BELA VISTA,Bela Vista,MS,50
9043,5002209,BONITO,Bonito,MS,50
9045,5002308,BRASILÂNDIA,Brasilândia,MS,50
9049,5002605,CAMAPUÃ,Camapuã,MS,50
9051,5002704,CAMPO GRANDE,Campo Grande,MS,50
9053,5002803,CARACOL,Caracol,MS,50
9055,5002407,CAARAPÓ,Caarapó,MS,50
9057,5002902,CASSILÂNDIA,Cassilândia,MS,50
9061,5003108,CORGUINHO,Corguinho,MS,50
9063,5003207,CORUMBÁ,Corumbá,MS,50
9065,5003306,COXIM,Coxim,MS,50
9073,5003702,DOURADOS,Dourados,MS,50
9075,5003801,FÁTIMA DO SUL,Fátima do Sul,MS,50
9079,5004007,GLÓRIA DE DOURADOS,Glória de Dourados,MS,50
9081,5004106,GUIA LOPES DA LAGUNA,Guia Lopes da Laguna,MS,50
9085,5004304,IGUATEMI,Iguatemi,MS,50
9087,5004403,INOCÊNCIA,Inocência,MS,50
9089,5004502,ITAPORÃ,Itaporã,MS,50
9093,5004700,IVINHEMA,Ivinhema,MS,50
9097,5004908,JARAGUARI,Jaraguari,MS,50
9099,5005004,JARDIM,Jardim,MS,50
9101,5005103,JATEÍ,Jateí,MS,50
9103,5005202,LADÁRIO,Ladário,MS,50
9107,5005400,MARACAJU,Maracaju,MS,50
9111,5005608,MIRANDA,Miranda,MS,50
9113,5005707,NAVIRAÍ,Naviraí,MS,50
9115,5005806,NIOAQUE,Nioaque,MS,50
9123,5006200,NOVA ANDRADINA,Nova Andradina,MS,50
9125,5006309,PARANAÍBA,Paranaíba,MS,50
9127,5006408,PEDRO GOMES,Pedro Gomes,MS,50
9131,5006606,PONTA PORÃ,Ponta Porã,MS,50
9137,5006903,PORTO MURTINHO,Porto Murtinho,MS,50
9141,5007109,RIBAS DO RIO PARDO,Ribas do Rio Pardo,MS,50
9143,5007208,RIO BRILHANTE,Rio Brilhante,MS,50
9145,5007307,RIO NEGRO,Rio Negro,MS,50
9147,5007406,RIO VERDE DE MATO GROSSO,Rio Verde de Mato Grosso,MS,50
9149,5007505,ROCHEDO,Rochedo,MS,50
9157,5007901,SIDROLÂNDIA,Sidrolândia,MS,50
9159,5008008,TERENOS,Terenos,MS,50
9165,5008305,TRÊS LAGOAS,Três Lagoas,MS,50
9169,5000856,ANGÉLICA,Angélica,MS,50
9171,5001243,ARAL MOREIRA,Aral Moreira,MS,50
9173,5003751,ELDORADO,Eldorado,MS,50
9175,5003454,DEODÁPOLIS,Deodápolis,MS,50
9179,5005681,MUNDO NOVO,Mundo Novo,MS,50
9187,5008404,VICENTINA,Vicentina,MS,50
9739,5006358,PARANHOS,Paranhos,MS,50
9745,5007554,SANTA RITA DO PARDO,Santa Rita do Pardo,MS,50
9757,5007935,SONORA,Sonora,MS,50
9787,5002951,CHAPADÃO DO SUL,Chapadão do Sul,MS,50
9793,5003488,DOIS IRMÃOS DO BURITI,Dois Irmãos do Buriti,MS,50
9801,5002159,BODOQUENA,Bodoquena,MS,50
9803,5003256,COSTA RICA,Costa Rica,MS,50
9805,5003504,DOURADINA,Douradina,MS,50
9807,5004601,ITAQUIRAÍ,Itaquiraí,MS,50
9809,5007695,SÃO GABRIEL DO OESTE,São Gabriel do Oeste,MS,50
9811,5007802,SELVÍRIA,Selvíria,MS,50
9813,5007703,SETE QUEDAS,Sete Quedas,MS,50
9815,5007950,TACURU,Tacuru,MS,50
9817,5007976,TAQUARUSSU,Taquarussu,MS,50
9923,5005152,JUTI,Juti,MS,50
9997,5003157,CORONEL SAPUCAIA,,MS,50
89,5103379,COTRIGUAÇU,Cotriguaçu,MT,51
91,5106455,PLANALTO DA SERRA,Planalto da Serra,MT,51
93,5107404,SÃO PEDRO DA CIPA,São Pedro da Cipa,MT,51
95,5106653,PONTAL DO ARAGUAIA,Pontal do Araguaia,MT,51
97,5107065,QUERÊNCIA,Querência,MT,51
99,5107198,RIBEIRÃOZINHO,Ribeirãozinho,MT,51
101,5106851,PORTO ESTRELA,Porto Estrela,MT,51
103,5108857,NOVA MARILÂNDIA,Nova Marilândia,MT,51
111,5108907,NOVA MARINGÁ,Nova Maringá,MT,51
115,5107263,SANTO AFONSO,Santo Afonso,MT,51
117,5106158,NOVA BANDEIRANTES,Nova Bandeirantes,MT,51
119,5108956,NOVA MONTE VERDE,Nova Monte Verde,MT,51
121,5108808,NOVA GUARITA,Nova Guarita,MT,51
123,5107248,SANTA CARMEM,Santa Carmem,MT,51
125,5107941,TABAPORÃ,Tabaporã,MT,51
127,5100359,ALTO BOA VISTA,Alto Boa Vista,MT,51
129,5102694,CANABRAVA DO NORTE,Canabrava do Norte,MT,51
131,5103353,CONFRESA,Confresa,MT,51
133,5107354,SÃO JOSÉ DO XINGU,São José do Xingu,MT,51
135,5103957,GLÓRIA D'OESTE,Glória D'Oeste,MT,51
137,5105234,LAMBARI D'OESTE,Lambari D'Oeste,MT,51
1032,5102686,CAMPOS DE JÚLIO,Campos de Júlio,MT,51
1034,5102793,CARLINDA,Carlinda,MT,51
1036,5103700,FELIZ NATAL,Feliz Natal,MT,51
1038,5103858,GAÚCHA DO NORTE,Gaúcha do Norte,MT,51
1040,5106182,NOVA LACERDA,Nova Lacerda,MT,51
1042,5106240,NOVA UBIRATÃ,Nova Ubiratã,MT,51
1044,5106265,NOVO MUNDO,Novo Mundo,MT,51
1046,5107875,SAPEZAL,Sapezal,MT,51
1048,5108303,UNIÃO DO SUL,União do Sul,MT,51
1094,5107743,SANTA CRUZ DO XINGU,Santa Cruz do Xingu,MT,51
1096,5107768,SANTA RITA DO TRIVELATO,Santa Rita do Trivelato,MT,51
1098,5107792,SANTO ANTÔNIO DO LESTE,Santo Antônio do Leste,MT,51
1100,5107883,SERRA NOVA DOURADA,Serra Nova Dourada,MT,51
1102,5108352,VALE DE SÃO DOMINGOS,Vale de São Domingos,MT,51
1184,5104526,IPIRANGA DO NORTE,Ipiranga do Norte,MT,51
1186,5104542,ITANHANGÁ,Itanhangá,MT,51
6087,5107297,SÃO JOSÉ DO POVO,São José do Povo,MT,51
1078,5101852,BOM JESUS DO ARAGUAIA,Bom Jesus do Araguaia,MT,51
1080,5103254,COLNIZA,Colniza,MT,51
1082,5103361,CONQUISTA D'OESTE,Conquista D'Oeste,MT,51
1084,5103437,CURVELÂNDIA,Curvelândia,MT,51
1086,5106174,NOVA NAZARÉ,Nova Nazaré,MT,51
1088,5106190,NOVA SANTA HELENA,Nova Santa Helena,MT,51
1090,5106315,NOVO SANTO ANTÔNIO,Novo Santo Antônio,MT,51
1092,5107578,RONDOLÂNDIA,Rondolândia,MT,51
8979,5103205,COLÍDER,Colíder,MT,51
8981,5106208,NOVA BRASILÂNDIA,Nova Brasilândia,MT,51
8983,5106307,PARANATINGA,Paranatinga,MT,51
8985,5107909,SINOP,Sinop,MT,51
8987,5100250,ALTA FLORESTA,Alta Floresta,MT,51
8989,5101258,ARAPUTANGA,Araputanga,MT,51
8991,5105002,JAURU,Jauru,MT,51
8993,5107107,SÃO JOSÉ DOS QUATRO MARCOS,São José dos Quatro Marcos,MT,51
8995,5107206,RIO BRANCO,Rio Branco,MT,51
8997,5107750,SALTO DO CÉU,Salto do Céu,MT,51
8999,5106752,PONTES E LACERDA,Pontes e Lacerda,MT,51
9001,5100102,ACORIZAL,Acorizal,MT,51
9005,5100300,ALTO ARAGUAIA,Alto Araguaia,MT,51
9007,5100409,ALTO GARÇAS,Alto Garças,MT,51
9009,5100508,ALTO PARAGUAI,Alto Paraguai,MT,51
9023,5101209,ARAGUAINHA,Araguainha,MT,51
9025,5101308,ARENÁPOLIS,Arenápolis,MT,51
9027,5101407,ARIPUANÃ,Aripuanã,MT,51
